OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
172,LH00255,STCI,LH004-100001-,LOUTH,CARRICKEDMOND,19,R175195,702689.000000000000000,812549.000000000000000,54.051857835000000,-6.431748269000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LH004-100001-,"Described by Wright (1758, 8-9, Pl. 2, Site A) as 'temple or place of devotion' and illustrated as a double ringed circle or enclosure with two small internal circular features.  Reference:  Wright, T. 1758 Louthiana: or an introduction to the antiquitie"
173,LH00099,STCI,LH004-002001-,LOUTH,RAVENSDALE PARK,19,R175347,708258.000000000000000,815579.000000000000000,54.077934841000001,-6.345655797000000,Stone circle, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LH004-002001-,"The following description is derived from both the published 'Archaeological Inventory of County Louth' (Dublin: Stationery Office, 1986) and the 'Archaeological Survey of County Louth' (Dublin: Stationery Office, 1991). In certain instances the entries"
174,LH00548,STCI,LH007-001003-,LOUTH,BALREGAN,19,R174924,702324.000000000000000,810023.000000000000000,54.029240487000003,-6.438171238000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LH007-001003-,"Monument described and illustrated by Wright (1758, Book 3, p. 7-8, Pl 1, Site A) as a circle of five large stones. No visible trace survives.  Reference:   Wright, T. 1758 Louthiana: or an introduction to the antiquities of Ireland. London. Thomas Payne"
175,LI03003,BASC,LI032-002----,LIMERICK,GRANGE (Smallcounty By.),17,R122692,563045.000000000000000,640577.000000000000000,52.515314985000003,-8.544463541000001,Stone circle - embanked,Not indicated,Stone Circle (site of) - Hachured (1927), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-002----,National monument No. 247.  The levelled possible embanked stone circle with adjoining megalithic structure (LI032-003----) is located in grassland 550m W of Lough Gur with Limerick-Cork road immediately to E.  According to Professor Robert Harkness (186
176,LI03005,BASC,LI032-004001-,LIMERICK,GRANGE (Smallcounty By.),17,R122692,563217.000000000000000,640459.000000000000000,52.514266055999997,-8.541916515000000,Stone circle - embanked,'Stone Circles',"'Rannach Chruim Dhuibh, Stone Circle'", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-004001-,"National monument No. 247.  Situated in grassland on top of low rise of ground 350m W of Lough Gur and surrounded by a cluster of prehistoric monuments.  Two stone circles (LI032-005-/006----) in adjoining field to N, a trackway running NW-SE known as Cl"
177,LI03007,STCI,LI032-005----,LIMERICK,GRANGE (Smallcounty By.),17,R122692,563175.000000000000000,640557.000000000000000,52.515144024000001,-8.542546111000000,Stone circle,"'Stone Circles', hachured",'Stone Circle (Site of)' (1927), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-005----,"National monument No. 247. Situated in grassland ground 370m W of Lough Gur and surrounded by a cluster of prehistoric monuments.  Stone circle (LI032-006----) immediately to NNE, a trackway running NW-SE known as Cladh na Leac (LI032-010001-) 215m to E,"
178,LI03008,STCI,LI032-006----,LIMERICK,GRANGE (Smallcounty By.),17,R122692,563236.000000000000000,640584.000000000000000,52.515390811000003,-8.541650420000000,Stone circle,'Stone Circles',Stone Circle (1927), https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-006----,"National monument No. 247.   Situated on slightly elevated grassland 370m W of Lough Gur and surrounded by a cluster of prehistoric monuments.  Standing stones (LI032-009----/010002-) 147m and 210m to NNW, a trackway running NW-SE known as Cladh na Leac"
179,LI03025,STCI,LI032-014005-,LIMERICK,KNOCKFENNELL,17,R122692,563839.000000000000000,641140.000000000000000,52.520428350000003,-8.532827187000001,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-014005-,"Possible stone circle located 6m SE of a ringfort (LI032-014003-) which is a National monument in state ownership No. 247.   Situated on S facing slope or rising ground at the base of Knockfennel Hill, now standing 40m N of the NW shoreline of Lough Gur."
180,LI03127,STCI,LI032-058----,LIMERICK,LOUGHGUR,17,R122692,565357.000000000000000,641314.000000000000000,52.522090808999998,-8.510478787000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-058----,"In pasture within a flat field on the S lower slope of Knocksentry Hill also known as Knockroe, 650m E of the NE shore of Lough Gur. A cist burial cemetery (LI032-055----) is located 140m to NW; Circle O (LI032-060----) lies 40m to SW and Circle P (LI032"
181,LI03129,BASC,LI032-060----,LIMERICK,LOUGHGUR,17,R122692,565319.000000000000000,641249.000000000000000,52.521504184000001,-8.511031929000000,Stone circle - embanked,Not indicated,"'Stone Circles', Hachured (1927)", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-060----,National monument No. 247.  Monument depicted as a two circular-shaped setting of stones on current ed. OS 25 inch map and shown standing 20m NNW of a small burial mound (LI032-059----) on the Hill of Knockroe.   Described in 1833 as one of three stone c
182,LI03139,STCI,LI032-064----,LIMERICK,PATRICKSWELL,17,R185859,565292.000000000000000,638427.000000000000000,52.496138772999998,-8.511135430000000,Stone circle,Not indicated,"'Stone Circles', Hachured", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-064----,National monument No. 247.  Situated at the base of the W facing slope on the Hill of Knockderc/Knockderk with good views of the surrounding countryside.  Depicted as a conjoined setting of stones forming two C-shaped areas open to E and annotated as 'St
183,LI03195,STCI,LI032-099----,LIMERICK,"BALLYNAMONA (Smallcounty By., Hospital ED)",17,R122365,569466.000000000000000,638450.000000000000000,52.496595040999999,-8.449670356000000,Stone circle,"'Stone Circle',  Hachured","'Stone Circle', Hachured (1927)", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-099----,Stone Circle described in 1943 as following; 'Only in the north-east arc of this circle are the stones remaining fairly perfectly in their original positions (Fig. 10). Many have gone altogether on the north-west and south sides. In the remaining arc the
184,LI05579,STCI,LI056-052----,LIMERICK,GLENANAIR WEST,17,R115941,562988.000000000000000,617472.000000000000000,52.307644668000002,-8.542748119000001,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI056-052----,In upland forestry plantation on the Ballyhoura Hills. Not depicted on OSi historic maps.  Identified as the site of a stone circle by Joe Synott in 1990 and marked on a Map of Forestry Plantations in Ballyhoura Area.  No surface remains visible on Googl
185,LI06725,STCI,LI032-065002-,LIMERICK,PATRICKSWELL,17,R122362,565265.000000000000000,638137.000000000000000,52.493530575000001,-8.511502789000000,Stone circle,Not indicated,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-065002-,"In rocky scrub woodland on the lower W-facing slope of Knockderc with excellent views to W, 80m E of the townland boundary with Loughgur.  Located 250m S of two conjoined stone circles (LI032-064----); 320m SW of a stone circle (LI032-065003-) and a late"
186,LI06726,STCI,LI032-065003-,LIMERICK,PATRICKSWELL,17,R122362,565474.000000000000000,638425.000000000000000,52.496132344000003,-8.508455073000000,Stone circle,Not indicated,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI032-065003-,"In pasture on the N-facing higher slope of Knockderc with excellent views N, 195m E of the townland boundary with Loughgur. St Patrick’s Well, church and graveyard (LI032-063001/002/003/004-) are located 440m to the N.  Located 155m E of two conjoined"
187,MA02028,STCI,MA042-010----,MAYO,SLIEVEMORE,20,R150472,459241.000000000000000,807572.000000000000000,53.998184084000002,-10.146957118000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA042-010----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
188,MA02067,STCI,MA042-021007-,MAYO,KEEL EAST,20,R150465,464670.000000000000000,807452.000000000000000,53.998556536999999,-10.064157273999999,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA042-021007-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
189,MA00052,STCI,MA004-013----,MAYO,DÚN CEARTÁIN nó GLEANN AN GHAD,20,R150702,481137.000000000000000,838191.000000000000000,54.278679308999997,-9.825241657999999,Stone circle,Indicated,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA004-013----,"In Dooncarton or Glengad townland, located in a narrow strip of coastal pasture, 400m S of a rocky shoreline bordering the SE side of Broad Haven Bay. A smaller sandy estuarine bay, Sruwaddacon Bay, which opens into the E side of Broad Haven Bay, is imme"
190,MA00142,STCI,MA007-009001-,MAYO,CABINTOWN,20,R157653,511672.000000000000000,840029.000000000000000,54.301374525000000,-9.357064341999999,Stone circle, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA007-009001-,"In wet peatland, situated on a gentle W-facing slope, providing good views in all directions and overlooking the Atlantic Ocean to W. This monument is not shown on the 1838 OS 6-inch map or on the 25-inch plan. It is depicted on the 1922 OS 6-inch editio"
191,MA00231,STCI,MA007-061----,MAYO,"CASTLETOWN (Tirawley By., Kilbride Par.)",20, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA007-061----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
192,MA00393,STCI,MA009-023001-,MAYO,EMLYBEG SOUTH (Part of),20, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA009-023001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
193,MA00446,STCI,MA011-003----,MAYO,AN GORT BREAC THUAIDH,20,R150687,479727.000000000000000,835908.000000000000000,54.257846426999997,-9.845964370000001,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA011-003----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
194,MA00673,STCI,MA015-025001-,MAYO,RATHFRAN,20,R157419,519170.000000000000000,833481.000000000000000,54.243791911000002,-9.240129442000001,Stone circle,Cromlech,'Cromlechs', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA015-025001-,"In pasture, located on a ridge, just below and to E of the highest point, close to the break of slope where ground falls away to S, giving excellent views over the Palmerstown River estuary and Kilalla Bay. Nephin and the Nephin Beg mountain range define"
195,MA00680,STCI,MA015-027002-,MAYO,RATHFRANPARK,20,R157415,518377.000000000000000,833321.000000000000000,54.242228802000000,-9.252249264000000,Stone circle,Cromlechs,'Cromlechs', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA015-027002-,"In pasture, located on a level elevated ground overlooking the estuary of the Palmerstown River to S-SE. A few meters to SE there is a gradual fall of ground, in gentle undulations, towards the river. Nephin and the Nephin Beg range are visible to S-SW."
196,MA00788,STCI,MA016-008001-,MAYO,AN GEATA MÓR,20,R150624,466420.000000000000000,831307.000000000000000,54.213231258000000,-10.048016942000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA016-008001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
197,MA00792,STCI,MA016-008005-,MAYO,AN GEATA MÓR,20,R150624,466420.000000000000000,831307.000000000000000,54.213231258000000,-10.048016942000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA016-008005-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
198,MA00793,STCI,MA016-008006-,MAYO,AN GEATA MÓR,20,R150624,466420.000000000000000,831307.000000000000000,54.213231258000000,-10.048016942000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA016-008006-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
199,MA01176,STCI,MA024-014----,MAYO,LEITIR BEAG,20,R150528,461018.000000000000000,820076.000000000000000,54.110946974999997,-10.125600131000001,Stone circle,Circle of Stones,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA024-014----,"Situated in a sandy field at the S end of Portglash Bay. Circular area (diam. 8.3m) defined by a series of 28 granite stones set on edge. There are breaks in the circle at E, SE and SSE. A number of small and medium sized stones protrude from the interna"
200,MA07607,STCI,MA120-045----,MAYO,GLEBE (Kilmaine By.),20,R183011,516267.000000000000000,756141.000000000000000,53.548512786000003,-9.263517243000001,Stone circle,Indicated,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-045----,"On crest of rise in pasture, enclosed by modern fence, with stone circles (MA120-046----), (MA120-047----), (MA120-048----) to E and S. Circle incomplete, comprising thirty stones, some broken. They are 0.17m to 1.28m L, 0.07m to 0.34m T, 0.2m to 1.25m H"
201,MA07608,STCI,MA120-046----,MAYO,"GLEBE (Kilmaine By.),NYMPHSFIELD",20,R183011,516187.000000000000000,756052.000000000000000,53.547700413999998,-9.264700265000000,Stone circle, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-046----,"On a rise in garden, dwelling to W. Stone circles (MA120-045----), (MA120-047----), (MA120-048----) to N and E. Enclosed W to E by modern iron fence and E to W, by stone field fence. Circle incomplete, comprising twenty-one stones. Thirteen stones set in"
202,MA07609,STCI,MA120-047----,MAYO,NYMPHSFIELD,20,R183011,516265.000000000000000,756015.000000000000000,53.547380429000000,-9.263513693000000,Stone circle,Indicated,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-047----,"In level pasture, with stone circles (MA120-045----), (MA120-046----), (MA120-048----) to W and N. Circle incomplete, levelled SE to SW. Eighteen upright stones, representing the remains of two concentric circles, set on inner and outer face of earthen b"
203,MA07610,STCI,MA120-048----,MAYO,TONALEEAUN,20,R183011,516354.000000000000000,756091.000000000000000,53.548077423999999,-9.262191410000000,Stone circle,Indicated,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-048----,"In level pasture, E of stone circles (MA120-045----), (MA120-046----), (MA120-047----). Circle incomplete, consisting of ten upright stones set on a low mound, with six stones lying prostrate. Stones are 0.38m to 1m L, 0.35m to 0.6m T, 0.25m to 1m H. Int"
204,MA04683,STCI,MA078-066----,MAYO,"CLOONAGH (Carra By., Aglish Par.)",20,R152609,514892.000000000000000,788939.000000000000000,53.842953096999999,-9.293261650000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA078-066----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
205,MA07448,STCI,MA118-134----,MAYO,BALLINROBE DEMESNE,20,R151608,518816.000000000000000,763851.000000000000000,53.618183459000001,-9.227067957999999,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA118-134----,"In an area of rock outcrop. Circle incomplete; consisting of eight stones, SW to NE. Orthostats are 0.4m to 1.8m L, 0.2m to 0.69m T, 0.3m to 1m H.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe"
206,MA02515,STCI,MA049-092004-,MAYO,CALLOW,20,R156226,532070.000000000000000,804968.000000000000000,53.989496467000002,-9.035843989000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA049-092004-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
207,ME00415,STCI,ME009-059002-,MEATH,BALLINVALLY,21,R167240,658036.000000000000000,778608.000000000000000,53.753855623000000,-7.119991421000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME009-059002-,Situated on a broad plateau at the N foothills of Slieve na Calliagh ridge. It is not depicted on any edition of the OS 6-inch map. This is a circular grass-covered area (diam. 29m E-W; 27m N-S) with four large upright stones (dims 1.5-2m; x 0.4-0.9m; H
208,MA05602,STCI,MA090-071----,MAYO,ARDCORKY,20,R152238,524567.000000000000000,780827.000000000000000,53.771565703000000,-9.144292645000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA090-071----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
209,MA07647,STCI,MA120-068----,MAYO,TONALEEAUN,20, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-068----,"Shown on Heyward's map (1943). No visible surface traces.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe and District including Lough Mask and Lough Carra. Lough Mask and Lough Carra Tourist Dev"
210,ME01027,STCI,ME020-009----,MEATH,DOWTH,21,R172653,703476.000000000000000,774463.000000000000000,53.709584423999999,-6.432585560000000,Stone circle, ,'Cloghalea', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME020-009----,"The following description is derived from the published 'Archaeological Inventory of County Meath' (Dublin: Stationery Office, 1987). In certain instances the entries have been revised and updated in the light of recent research. Date of upload/revision:"
211,MA07634,STCI,MA120-055----,MAYO,Unknown,20, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-055----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
212,ME01582,STCI,ME033-038----,MEATH,"DAMSELSTOWN,GREENANSTOWN",21,R172171,711125.000000000000000,764341.000000000000000,53.617091369999997,-6.320394418000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME033-038----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
213,ME02582,STCI,ME019-045005-,MEATH,NEWGRANGE,21,R185632,700676.000000000000000,772746.000000000000000,53.694707516999998,-6.475539760000000,Stone circle, ,Indicated 'Standing  Stone', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME019-045005-,Twelve standing stones surround mound of passage-tomb (ME019-045----) (diam. c. 130m). Originally there may have been as many as thirty-eight placed c. 9m apart. Dated later than passage-tomb (ME019-045----) and earlier than Beaker occupation (ME019-0450
214,OF01950,STCI,OF043-071----,OFFALY,KILCREMAN,23, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=OF043-071----,"Unlocated stone circle described in 1943 as being located near the summit of 'Kyle Hill' (ITA Survey 1943).  The above description is derived from the published 'Archaeological Inventory of County Offaly' (Dublin: Stationery Office, 1997). In certain ins"
215,OF01623,STCI,OF036-071----,OFFALY,KNOCKBARRON,23, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=OF036-071----,"Unlocated stone circle within the townland of Knockbarron, described in the early 1900s by Purser as 'In a neighbouring field the writer noted what seemed like the remains of a circle of sacred stones' (Purser 1918, 77).  The above description is derived"
216,SL01953,STCI,SL015-071----,SLIGO,KILTYCAHILL,25,R160287,573135.000000000000000,835095.000000000000000,54.263968503999997,-8.412366834000000,Stone circle, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL015-071----,Situated on a slight S-facing slope with extensive views SE-W across Lough Gill and Sligo Town. Depicted on the 1912 edition of the 6'' OS 6-inch map as a circular area (diam. c.8m). The stone circle has been removed and an E-W orientated laneway now tra
217,SL02336,STCI,SL018-059001-,SLIGO,BARNACOGHIL,25,R159685,546060.000000000000000,830698.000000000000000,54.222325703999999,-8.827130535000000,Stone circle,Not indicated,'Stone circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL018-059001-,"Situated on a low rise in an area of rough, boggy pasture. Not marked on the 1837 edition of the OS 6-inch map; indicated as 'Stone Circle' on the 1913 edition. Circular area (diam. 10.5m) defined by a series of small, low closely-set stones (H 0.2-0.3m)"
218,SL02528,STCI,SL019-115----,SLIGO,CARROWKEEL (Tireragh By.),25,R159655,558428.000000000000000,830514.000000000000000,54.221824816000002,-8.637465728000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL019-115----,"Situated in gently undulating pasture. Not marked on the 1837 edition of the OS 6-inch map. Roughly circular, raised level area (diam. 25m) defined by a low scarp (H 0.5m). Six large boulders set at irregular intervals form a kerb at E and S. At W and N"
219,SL01845,STCI,SL014-252001-,SLIGO,CARNS (Carbury By.),25, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL014-252001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
220,SL01883,STCI,SL015-020----,SLIGO,KEELOGYBOY,25,R169879,577412.000000000000000,838432.000000000000000,54.294159278999999,-8.346969908000000,Stone circle, ,'Giants' Graves', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL015-020----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
221,TN01001,STCI,TN019-046001-,TIPPERARY NORTH,COUMROE,26,R125052,577116.000000000000000,676449.000000000000000,52.838496988999999,-8.339649976000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN019-046001-,"Situated on a slight ridge in a poorly drained marshy valley in an upland area with a possible standing stone (TN019-046002) to the SW, a stone pair (TN019-040) to the S and a stone row (TN020-062) to the SE. A small stone circle in an area of cutaway bo"
222,SL06855,STCI,SL015-020001-,SLIGO,KEELOGYBOY,25,R169879,577412.000000000000000,838432.000000000000000,54.294159278999999,-8.346969908000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL015-020001-,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
223,TN02188,STCI,TN032-006----,TIPPERARY NORTH,BAURAGLANNA,26,R137005,583764.000000000000000,667847.000000000000000,52.761426264000001,-8.240552902999999,Stone circle, ,'Firbrega', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN032-006----,Situated on a N-facing slope of high ground overlooking a valley to the N with a nearby stream to the E in a mountainous area. A circular area (diam. 12.5m) enclosed by eleven orthostats ranging in height from 0.15m to 2m with several prostrate stones ar
224,TN02229,STCI,TN033-033----,TIPPERARY NORTH,LOUGHANE LOWER,26, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN033-033----,"Unlocated stone circle within townland, site mentioned in NMI register files from 1974 which describes a 12 stone stone circle.  The above description is derived from 'The Archaeological Inventory of County Tipperary. Vol. 1 - North Tipperary' compiled b"
225,TN02567,STCI,TN038-005----,TIPPERARY NORTH,REARDNOGY MORE,26,R136744,583629.000000000000000,660009.000000000000000,52.690975903999998,-8.242162478999999,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN038-005----,Situated on reclaimed grassland on S facing slope of rising ground in upland area. Boulder Burial (TN038-004) alignment located 300m to N of site of Stone circle. All that remains of the stone circle is a deep pit (int. dims. 0.8m x 0.8m x D 1.4m) lined
226,TN02587,STCI,TN039-004001-,TIPPERARY NORTH,REISK,26,R136767,591582.000000000000000,660963.000000000000000,52.699732285000003,-8.124545262000000,Stone circle, ,'Stone Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN039-004001-,"Situated in rough terrain on a small hillock, on a SW-facing slope, overlooking a valley. A stone circle not marked on the 1sted. (1840) OS 6-inch map but depicted on the 2nd ed. (1905). There are no visible remains of the stone circle or of the standing"
227,TS00588,STCI,TS054-011001-,TIPPERARY SOUTH,GLENGOOLE SOUTH,27,R139000,623737.000000000000000,650003.000000000000000,52.600771115999997,-7.649599856000000,Stone circle,Not indicated,Hachured, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TS054-011001-,"In grassland on high ground with panoramic views in all directions, nearby ringfort (TS054-012001-) 45m to the E. Stone circle on top of Quinlan's Hill which was recorded in 1938 and has subsequently been levelled. Monument in grassland with so evidence"
228,WA00281,STCI,WA003-079----,WATERFORD,BALLYQUIN (Upperthird By.),29, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WA003-079----,"According to Power (1952, 395) at a place in Ballyquin called Móin a' bhrannra, meaning the cattle pen, there was a circle of stones. It is not located.  Power, Rev. P. (1952) The placenames of the Decies. (second ed.) Cork University Press.   Compiled"
229,WA02310,STCI,WA027-005----,WATERFORD,KILMACOMB,29,R133637,666532.000000000000000,603746.000000000000000,52.181502989999998,-7.027122049000000,Stone circle,'Fairy Ring','Fairy Ring', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WA027-005----,"Marked fainlty as a circular enclosure (diam. c. 55m) and described as a 'fairy ring' on the 1840 and 1925 eds. of the OS 6-inch map, and situated on rock outcrop on top of Kilmacomb Hill. Described by Ryland (1824, 243) and Lewis (1837, vol. 2, 164) as"
230,WI00104,STCI,WI003-033----,WICKLOW,BALLYBREW,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI003-033----,"The OS Letters (1838) note that 'there are some small circles of stones on the NW part of the townland of Ballybrugh'. (O' Flanagan 1928, 17)   Compiled by: Claire Breen  Date of upload: 25 January 2013"
231,WI00124,STCI,WI005-005----,WICKLOW,BALLYFOYLE,32,R149059,703407.000000000000000,716090.000000000000000,53.185206934999997,-6.452807778000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI005-005----,"Situated on a gentle W-facing slope within a cleared area to the E of the forest track. Five boulders form a circle (dims. 5.5m E-W; 6m N-S), with the two tallest at the NW while the remaining stones descend in height to the lowest, which lies perpendicu"
232,WI00133,STCI,WI005-014----,WICKLOW,BLESSINGTON DEMESNE,32,R147942,696936.000000000000000,714595.000000000000000,53.172993198999997,-6.550045934000000,Stone circle, ,'Pipers Stones (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI005-014----,"Situated at the foot of a small hill on level ground. Local tradition of a stone circle destroyed before 1838. No visible remains. (O'Flanagan 1928, 116)  The above description is derived from the published 'Archaeological Inventory of County Wicklow' (D"
